Tile,Animal,Genotype,Layer,Stub,Section ID,Area_um_sq,Major Length um,Minor Length um,Feret diam um,Aspect Ratio,Perimeter um,Count,Total_mito_Area_um_sq
MCC274-B_stub3_redo_Distal_Tile_015-004.tif,MCC274,MCC Cre +,Distal,Stub 3 redo,MCC274_Stub 3 redo,0.28,0.92,0.36,0.93,2.56,2.6,21,5.98
MCC274-B_stub3_redo_Distal_Tile_015-012.tif,MCC274,MCC Cre +,Distal,Stub 3 redo,MCC274_Stub 3 redo,0.24,0.86,0.36,0.86,2.39,2.72,14,3.3
MCC274-B_stub3_redo_Distal_Tile_016-006.tif,MCC274,MCC Cre +,Distal,Stub 3 redo,MCC274_Stub 3 redo,0.22,0.75,0.36,0.76,2.02,2.18,24,5.24
MCC274-B_stub3_redo_Distal_Tile_016-014.tif,MCC274,MCC Cre +,Distal,Stub 3 redo,MCC274_Stub 3 redo,0.28,0.81,0.39,0.83,2.66,2.49,13,3.59
MCC274-B_stub3_redo_Distal_Tile_017-008.tif,MCC274,MCC Cre +,Distal,Stub 3 redo,MCC274_Stub 3 redo,0.23,0.79,0.36,0.79,2.26,2.27,15,3.41
MCC274-B_stub3_redo_Distal_Tile_018-002.tif,MCC274,MCC Cre +,Distal,Stub 3 redo,MCC274_Stub 3 redo,0.22,0.74,0.36,0.74,2.17,2.14,19,4.18
MCC274-B_stub3_redo_Distal_Tile_018-010.tif,MCC274,MCC Cre +,Distal,Stub 3 redo,MCC274_Stub 3 redo,0.24,0.77,0.38,0.78,2.11,2.26,27,6.47
MCC274-B_stub3_redo_Distal_Tile_019-004.tif,MCC274,MCC Cre +,Distal,Stub 3 redo,MCC274_Stub 3 redo,0.3,0.92,0.38,0.94,2.37,2.62,21,6.24
MCC274-B_stub3_redo_Distal_Tile_019-012.tif,MCC274,MCC Cre +,Distal,Stub 3 redo,MCC274_Stub 3 redo,0.22,0.74,0.38,0.74,2.02,2.17,26,5.63
MCC274-B_stub3_redo_Distal_Tile_020-006.tif,MCC274,MCC Cre +,Distal,Stub 3 redo,MCC274_Stub 3 redo,0.34,1.14,0.38,1.12,2.9,3.05,24,8.18
MCC274-B_stub3_redo_Distal_Tile_020-014.tif,MCC274,MCC Cre +,Distal,Stub 3 redo,MCC274_Stub 3 redo,0.18,0.67,0.33,0.67,2.12,1.94,21,3.79
MCC274-B_stub3_redo_Proximal_Tile_001-008.tif,MCC274,MCC Cre +,Proximal,Stub 3 redo,MCC274_Stub 3 redo,0.24,0.77,0.39,0.77,2.21,2.24,8,1.88
MCC274-B_stub3_redo_Proximal_Tile_002-002.tif,MCC274,MCC Cre +,Proximal,Stub 3 redo,MCC274_Stub 3 redo,0.21,0.62,0.38,0.63,1.74,1.91,10,2.06
MCC274-B_stub3_redo_Proximal_Tile_002-010.tif,MCC274,MCC Cre +,Proximal,Stub 3 redo,MCC274_Stub 3 redo,0.18,0.71,0.3,0.7,2.3,1.98,9,1.63
MCC274-B_stub3_redo_Proximal_Tile_003-004.tif,MCC274,MCC Cre +,Proximal,Stub 3 redo,MCC274_Stub 3 redo,0.19,0.62,0.37,0.64,1.72,1.97,15,2.86
MCC274-B_stub3_redo_Proximal_Tile_003-012.tif,MCC274,MCC Cre +,Proximal,Stub 3 redo,MCC274_Stub 3 redo,0.21,0.74,0.35,0.74,2.2,2.17,11,2.31
MCC274-B_stub3_redo_Proximal_Tile_004-006.tif,MCC274,MCC Cre +,Proximal,Stub 3 redo,MCC274_Stub 3 redo,0.23,0.7,0.37,0.7,2.24,2.04,6,1.41
MCC274-B_stub3_redo_Proximal_Tile_004-014.tif,MCC274,MCC Cre +,Proximal,Stub 3 redo,MCC274_Stub 3 redo,0.34,0.88,0.44,0.88,2.15,2.55,8,2.68
MCC274-B_stub3_redo_Proximal_Tile_005-008.tif,MCC274,MCC Cre +,Proximal,Stub 3 redo,MCC274_Stub 3 redo,0.14,0.57,0.31,0.58,1.91,1.69,16,2.21
MCC274-B_stub3_redo_Proximal_Tile_006-002.tif,MCC274,MCC Cre +,Proximal,Stub 3 redo,MCC274_Stub 3 redo,0.22,0.7,0.38,0.71,1.95,2.06,11,2.38
MCC274-B_stub3_redo_Proximal_Tile_006-010.tif,MCC274,MCC Cre +,Proximal,Stub 3 redo,MCC274_Stub 3 redo,0.13,0.53,0.31,0.55,1.84,1.63,13,1.7
MCC274-B_stub3_redo_Proximal_Tile_007-004.tif,MCC274,MCC Cre +,Proximal,Stub 3 redo,MCC274_Stub 3 redo,0.15,0.55,0.32,0.56,1.76,1.65,10,1.46
MCC274-B_stub3_redo_Proximal_Tile_007-012.tif,MCC274,MCC Cre +,Proximal,Stub 3 redo,MCC274_Stub 3 redo,0.2,0.77,0.34,0.78,2.49,2.2,16,3.24
MCC274-B_stub3_redo_Proximal_Tile_008-006.tif,MCC274,MCC Cre +,Proximal,Stub 3 redo,MCC274_Stub 3 redo,0.2,0.67,0.36,0.7,1.83,2.03,5,1.01
MCC274-B_stub3_redo_Proximal_Tile_008-014.tif,MCC274,MCC Cre +,Proximal,Stub 3 redo,MCC274_Stub 3 redo,0.23,0.7,0.38,0.71,2.02,2.15,13,3.0
MCC274-B_stub3_redo_Proximal_Tile_009-008.tif,MCC274,MCC Cre +,Proximal,Stub 3 redo,MCC274_Stub 3 redo,0.2,0.71,0.37,0.69,2.02,2.09,14,2.86
MCC274-B_stub3_redo_Proximal_Tile_010-002.tif,MCC274,MCC Cre +,Proximal,Stub 3 redo,MCC274_Stub 3 redo,0.2,0.81,0.33,0.82,2.43,2.31,7,1.42
MCC274-B_stub3_redo_Proximal_Tile_010-010.tif,MCC274,MCC Cre +,Proximal,Stub 3 redo,MCC274_Stub 3 redo,0.21,0.61,0.38,0.63,1.84,1.92,10,2.07
MCC274-B_stub3_redo_Proximal_Tile_011-004.tif,MCC274,MCC Cre +,Proximal,Stub 3 redo,MCC274_Stub 3 redo,0.19,0.81,0.31,0.82,2.6,2.28,9,1.74
MCC274-B_stub3_redo_Proximal_Tile_011-012.tif,MCC274,MCC Cre +,Proximal,Stub 3 redo,MCC274_Stub 3 redo,0.18,0.76,0.3,0.75,2.56,2.13,10,1.8
